,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
287,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,4.1
288,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,4.09
289,Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,4.08
290,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,4.07
291,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,4.06
292,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,4.05
293,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,4.05
294,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,4.05
295,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,4.05
296,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,4.05
297,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,4.05
298,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,4.04
299,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,4.03
300,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,4.01
301,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,3.98
302,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,3.97
303,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,3.97
304,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,3.96
305,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,3.95
306,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,3.95
307,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,3.94
308,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,3.94
309,Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,3.91
310,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,3.9
311,Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,3.9
312,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,3.89
313,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,3.88
314,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,3.88
315,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,3.87
316,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,3.87
317,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,3.87
318,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.41,0.73,3.85
319,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,3.85
320,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,3.84
321,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,3.84
322,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,3.83
323,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,3.83
324,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,3.83
325,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,3.8
326,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,3.79
327,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,3.77
328,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,3.77
329,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0.0,3.76
330,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,3.76
331,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,3.74
332,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,3.73
333,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.87,0.27,3.72
334,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,3.72
335,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,3.71
336,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,3.71
337,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,3.71
338,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,3.7
339,Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,3.7
340,Friend Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,3.67
341,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,3.67
342,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2.04,1.28,0.02,3.66
343,MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,3.66
344,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,3.65
345,Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,3.65
346,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,3.65
347,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,3.64
348,Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,3.63
349,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,3.63
350,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,3.62
351,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0.0,3.62
352,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,3.62
353,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,3.61
354,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,3.61
355,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,3.61
356,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,3.6
357,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,3.59
358,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,3.59
359,Just Dance 2014,Wii,2013,Misc,Ubisoft,1.88,1.39,0.0,3.59
360,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,3.58
361,WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,3.58
362,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,3.56
363,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,3.54
364,The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,3.54
365,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,3.54
366,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,3.53
367,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,3.53
368,Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,3.52
369,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,3.52
370,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,3.52
371,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,3.51
372,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,3.51
373,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0.0,3.5
374,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,3.5
375,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,3.5
376,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.38,0.03,3.49
378,Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,3.49
379,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,3.48
380,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,3.48
381,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,3.47
382,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.21,1.62,0.27,3.46
383,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,3.46
384,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,3.45
385,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,3.44
386,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,3.44
387,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,3.44
388,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,3.42
389,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,3.42
390,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,3.41
391,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,3.41
392,F-1 Race,GB,1990,Racing,Nintendo,1.73,0.69,0.59,3.41
393,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,3.4
394,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,3.39
395,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,3.39
396,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,3.39
397,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,3.38
398,Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0.0,3.37
399,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,3.36
400,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,3.36
401,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,3.35
402,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0.0,3.34
403,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0.0,0.99,2.32,3.33
404,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,3.33
405,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,3.33
406,Monster Hunter X,3DS,2015,Action,Capcom,0.27,0.21,2.79,3.32
407,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,3.32
408,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.4,0.91,0.74,3.31
409,Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,3.31
410,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.11,0.01,3.3
411,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,3.28
412,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,0.09,0.0,3.18,3.28
413,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.0,3.28
414,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,3.27
415,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,3.26
416,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,3.25
417,FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0.0,3.25
418,Wii Music,Wii,2008,Misc,Nintendo,1.35,1.11,0.46,3.25
419,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,3.24
420,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.3,0.0,3.24
421,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,3.23
422,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,3.23
423,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,3.21
424,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,3.21
425,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,3.2
426,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,3.2
427,Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,3.2
428,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0.0,0.0,3.19,3.19
429,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,3.18
430,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,3.18
431,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,3.18
432,Dance Central,X360,2010,Misc,MTV Games,2.15,0.76,0.01,3.17
433,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,3.17
434,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,3.17
435,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,3.15
436,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,3.14
437,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0.0,3.14
438,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,3.13
439,Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.09,0.76,3.13
440,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,3.12
441,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,3.12
442,Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,3.12
443,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,0.08,0.0,3.03,3.12
444,Rhythm Heaven,DS,2008,Misc,Nintendo,0.55,0.5,1.93,3.11
445,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,3.11
446,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.9,1.0,1.03,3.11
447,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,3.1
448,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,1.01,0.46,3.1
449,Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.94,0.88,3.1
450,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,3.1
451,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,3.09
452,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,3.08
453,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,3.08
454,Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,3.07
455,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,3.07
457,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,3.05
458,The Sims 4,PC,2014,Simulation,Electronic Arts,1.0,1.82,0.0,3.05
459,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,3.05
460,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,3.05
461,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0.0,3.04
462,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,3.04
463,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,3.03
464,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0.0,3.03
465,Saints Row 2,X360,2008,Action,THQ,1.94,0.79,0.02,3.03
466,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.0,3.02
467,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,3.02
468,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,3.02
469,FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,3.01
470,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,3.01
471,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,3.0
472,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,3.0
473,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,3.0
474,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.0,0.76,3.0
476,Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,2.99
477,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,2.99
478,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,2.99
479,Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,2.99
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,2.96
481,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,2.96
482,Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,2.96
483,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,2.96
484,Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,2.95
485,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,2.95
486,Wave Race 64,N64,1996,Racing,Nintendo,1.98,0.58,0.34,2.94
487,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,2.94
488,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1.45,1.11,0.04,2.94
489,Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,2.94
490,Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.7,0.15,2.94
491,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,2.93
492,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.55,0.04,1.19,2.92
493,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.88,0.77,0.0,2.92
494,FIFA 15,X360,2014,Sports,Electronic Arts,0.79,1.92,0.0,2.92
495,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,1.75,0.45,0.62,2.91
496,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,2.91
497,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0.0,2.9
498,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,2.9
499,Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0.0,2.89
500,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,2.89
501,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.41,1.12,0.05,2.89
502,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,2.89
503,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,2.89
504,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,2.88
505,Imagine: Babyz,DS,2007,Simulation,Ubisoft,1.3,1.26,0.0,2.87
506,Colin McRae Rally,PS,1998,Racing,Codemasters,0.09,2.43,0.12,2.87
507,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.15,0.0,2.86
508,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,2.86
509,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,2.85
510,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0.0,2.85
511,F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,2.85
512,Yoshi's Story,N64,1997,Platform,Nintendo,1.29,0.53,0.98,2.85
513,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,2.84
514,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0.0,2.83
515,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,1.32,1.08,0.04,2.83
516,BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,2.83
517,Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,2.82
518,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.55,0.11,2.82
519,Finding Nemo,GBA,2003,Action,THQ,1.59,1.05,0.04,2.82
520,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.51,1.03,0.0,2.81
521,Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0.0,2.81
522,Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,2.81
523,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.46,0.06,2.81
524,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0.0,2.8
525,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,1.32,1.06,0.04,2.8
526,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,2.79
527,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0.0,2.79
528,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1.19,1.15,0.04,2.79
529,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,2.79
530,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,0.0,0.0,2.78,2.79
531,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1.98,0.7,0.0,2.79
532,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,0.46,0.29,1.96,2.79
533,NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0.0,2.79
534,Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.0,2.78
535,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,2.78
536,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.23,0.03,2.78
537,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.35,1.13,0.0,2.78
538,Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0.0,2.78
539,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,2.78
540,The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0.0,2.77
541,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,2.77
542,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.77,0.0,2.77
543,Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.61,0.9,0.0,2.76
544,Yoshi's Island DS,DS,2006,Platform,Nintendo,1.45,0.07,1.1,2.76
545,Saints Row: The Third,X360,2011,Action,THQ,1.25,1.14,0.07,2.76
546,Missile Command,2600,1980,Shooter,Atari,2.56,0.17,0.0,2.76
547,Mario Paint,SNES,1992,Misc,Nintendo,1.43,0.54,0.71,2.75
548,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.97,0.17,2.75
549,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,1.02,0.36,1.13,2.73
550,Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,2.73
551,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.21,1.19,0.04,2.73
552,FIFA 16,PS3,2015,Sports,Electronic Arts,0.41,1.84,0.05,2.71
553,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,2.7
554,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,2.7
555,Mario Party,N64,1998,Misc,Nintendo,1.25,0.53,0.87,2.7
556,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.92,0.02,2.7
557,Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.92,0.02,2.7
558,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0.0,2.69
559,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,2.69
560,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,2.69
561,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0.0,2.69
562,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0.0,2.68
563,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,0.0,0.0,2.68,2.68
564,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,1.95,0.63,0.0,2.67
565,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.63,0.51,0.35,2.67
566,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.28,1.39,0.68,2.67
567,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,2.67
568,Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0.0,2.67
569,Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,2.66
570,Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.63,0.0,2.66
571,FIFA 17,XOne,2016,Sports,Electronic Arts,0.43,2.05,0.0,2.65
572,Hannah Montana,DS,2006,Action,Disney Interactive Studios,1.59,0.8,0.0,2.65
573,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0.0,2.65
574,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0.0,0.0,2.65,2.65
575,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.4,0.04,2.65
